voiceID,speaker,gender,Emotion,MFCC 1,MFCC 2,MFCC 3,MFCC 4,MFCC 5,MFCC 6,MFCC 7,MFCC 8,MFCC 9,MFCC 10,MFCC 11,MFCC 12,MFCC 13,LPC,LTAS mean,LTAS stdev,LTAS max,LTAS min,LTAS range,LTAS slope,Formant 1 mean,Formant 1 stdev,Formant 2 mean,Formant 2 stdev,Formant 3 mean,Formant 3 stdev,Pitch mean,Pitch stdev,Pitch max,Pitch min,Pitch range,Intensity mean,Intensity stdev,Intensity max,Intensity min,Intensity range,HNR,Duration,ZCR,Jitter PCA,shimmer PCA,Ed5,Ed4,Ed3,Ed2,Ed1,Ea,wentropy
N-02-04-02 (5).wav,4,female,happy,-484.52673,142.90303,2.2399197,10.246962,-26.697163,-0.9081821,-6.056066,-38.254906,3.5944953,-6.8783627,-11.312009,9.529769,-3.6158888,0.003833274,-25.5718137,21.54233937,41.9666297,-94.25286477,136.2194945,-17.0214888,669.7590218,229.5400209,1630.654729,379.8516822,2674.843472,408.8631335,231.7229237,86.43306615,405.3171465,101.00424,304.3129065,51.77960775,7.528771233,70.18645032,31.16342526,39.02302507,7.96025431,3.529433107,0.05114626,3.455637335,1.329241495,28.73582894,2.527657809,0.389126615,0.354205209,0.031871715,67.96130972,238.1273088
N-02-04-02 (6).wav,4,female,happy,-397.9081,140.91692,-5.213948,20.602848,-10.701884,6.4304276,-4.069572,-26.124025,9.346957,-11.856414,-11.723445,4.5115986,-14.297396,0.004024983,-19.02948109,24.29703476,53.77784894,-95.74285799,149.5207069,-14.43439749,539.9998557,187.4242594,1630.126268,352.724754,2738.428609,317.6273779,277.8232179,56.64928999,450.1905943,198.5770792,251.6135151,62.77859251,10.9111938,77.36848574,37.64008727,39.72839847,14.81985855,1.393197279,0.044179365,-0.83606228,0.104043293,35.86461818,2.288710482,0.176439222,0.389462887,0.053185938,61.22758329,912.8394799
N-02-04-02 (7).wav,4,female,happy,-441.33142,124.478294,-27.35742,5.512861,-32.076946,-2.1483269,-14.46852,-44.770023,2.0257823,-18.039076,-14.751439,5.340379,-12.474241,0.009232958,-20.82815883,25.0369137,45.95265394,-86.89862455,132.8512785,-10.44809537,662.9909692,262.4055002,1726.771069,345.0059993,2744.171629,342.0340589,268.7064448,60.81574987,444.5063652,175.2182125,269.2881527,59.46984045,8.188879702,73.87409993,30.37165937,43.50244056,13.49596774,3.448163265,0.080586069,-0.172941207,-0.870863852,39.48796841,10.46781678,0.768773873,1.295324698,0.15811215,47.82200409,913.680468
N-02-04-02 (8).wav,4,female,happy,-415.1167,137.32372,-49.640724,22.135805,-26.116116,-16.714754,0.8119732,-26.618078,-3.1454377,-16.65788,-3.3802748,3.9879642,-18.328804,0.01201119,-18.66647618,25.71128991,47.73360632,-87.94850634,135.6821127,-7.630888333,718.6841255,256.6972914,1754.392451,370.7795559,3011.612943,496.200442,250.8227106,28.03934879,312.4684804,123.2871286,189.1813519,57.29294209,9.688992089,72.84805405,34.3619842,38.48606986,10.08820776,1.462857143,0.087767594,0.110790566,-0.003317148,42.50708965,11.71900237,1.159255023,2.149198826,0.166902783,42.29855135,304.5072042
N-02-04-02 (9).wav,4,female,happy,-533.4835,98.80283,-11.763291,33.65542,-11.348868,-3.4303677,5.8312454,-28.04718,5.205478,0.1274762,-7.6469603,-3.1374886,-12.220728,0.001649678,-25.23063287,21.80537318,43.53358741,-88.26839138,131.8019788,-17.5701133,675.3030555,333.5988908,1794.61144,485.3784255,2917.244317,358.8603995,191.1892587,21.67317809,239.6560391,164.1434595,75.51257963,43.96343203,18.13448788,70.7689701,21.09020573,49.67876437,15.93716017,1.007165533,0.117316586,-2.250321852,-3.860502021,3.660583053,0.69346644,0.429373568,0.155457758,0.006018435,95.05510075,147.0303254
N-02-04-03 (1).wav,4,female,neutral,-426.08063,136.52023,-47.54982,-9.949319,-32.25389,-2.1015875,-8.521667,-40.280037,4.526341,-8.739894,-17.0342,-2.5834658,-10.565196,0.010748585,-21.19096214,25.72201386,46.52584767,-98.52721501,145.0530627,-4.43697054,780.1527598,247.8300145,1678.681802,330.9185881,2638.855595,339.5289296,318.0108183,54.009961,390.0651484,118.2834052,271.7817432,57.91853556,10.49203318,73.43025075,23.49222489,49.93802586,11.86520288,2.205895692,0.0734058,-1.635828306,-0.396970884,54.38712501,23.2471606,2.420337442,0.356781126,0.027032151,19.56156368,624.3836077
N-02-04-03 (10).wav,4,female,neutral,-392.8064,121.557465,-46.786186,24.057674,-11.424287,-4.8768706,-5.4345145,-32.630165,-10.297126,-15.764837,-6.341384,-12.618588,-21.128973,0.01673009,-16.49576383,27.50007352,49.58523366,-82.69949665,132.2847303,-5.153801222,761.2834248,446.82623,2044.732739,334.5307678,3004.113991,505.3357395,264.0005426,110.3594888,457.5288686,123.5852295,333.9436391,57.91413357,9.222210575,75.53972484,30.27353047,45.26619436,6.831786992,1.34675737,0.076176048,1.67477387,1.731942171,6.970362623,3.793656475,7.876501209,2.957356576,0.140053211,78.26206991,316.6445628
N-02-04-03 (11).wav,4,female,neutral,-481.6996,136.91187,-36.946514,5.8630757,-12.313588,-8.097406,7.663581,-29.374895,-1.6549721,9.227603,-7.942305,-9.437559,-11.8108225,0.005413175,-22.56217842,23.64333841,45.01727299,-88.1333628,133.1506358,-12.87654618,824.0631594,293.642053,1956.103426,203.480298,2743.458936,273.6478041,162.5365797,26.75221985,328.5780857,143.1523192,185.4257665,47.91904357,17.19627214,70.98210032,16.41698398,54.56511634,7.31531591,2.043356009,0.094298972,0.695475002,1.025654367,37.08200646,5.12455976,1.210652383,0.356437269,0.00843204,56.21791209,295.3606983
N-02-04-03 (12).wav,4,female,neutral,-486.6081,106.33233,-24.469925,17.977804,-5.197127,1.0837379,-2.240037,-18.09948,3.296574,-5.9547267,-8.478679,-15.480594,-22.517567,0.009603838,-17.95580967,25.61804593,47.02810208,-88.40274229,135.4308444,-7.757348369,643.4530789,372.9853616,1885.630654,402.209791,2917.233108,343.8927146,228.3040096,52.92438896,343.9292487,157.5799271,186.3493217,49.94259507,18.42905944,71.85927946,10.58559105,61.27368841,11.08775499,2.972154195,0.126917026,0.622876335,-1.738906281,4.612394874,3.987499025,1.71635065,2.259833386,0.202354123,87.22156794,491.3876309
N-02-04-03 (13).wav,4,female,neutral,-488.2054,121.382385,-44.630165,19.057793,-11.591944,12.674969,4.328508,-43.011166,7.2313647,-10.891454,-1.7368109,-4.801533,-12.839916,0.02704539,-21.27616299,24.60731871,39.00248061,-89.9151748,128.9176554,-11.1212288,914.1008198,413.5372237,1997.932804,213.5504364,2822.884492,374.2720594,186.1356298,37.77581681,259.0524569,108.6336896,150.4187673,47.21058896,14.91186589,67.86507885,18.50984538,49.35523348,4.357731318,1.857596372,0.142374927,0.472526276,3.232900082,14.70176423,7.418930873,3.247958557,7.891497302,0.369491219,66.37035782,125.2504045
N-02-04-03 (14).wav,4,female,neutral,-438.86285,172.96788,-30.025927,-11.921348,-9.2192955,20.518042,-5.704749,-36.69013,7.5015397,-7.507983,-9.489652,-2.25513,-12.101243,0.005509635,-22.95251791,22.97475655,47.81655879,-88.48751486,136.3040736,-12.38213533,727.6957754,289.6172961,1711.789254,298.2121218,2415.678583,426.5526717,191.1870563,20.85515539,230.2281256,136.9766951,93.25143052,55.38691407,9.652517596,71.57604084,38.31231252,33.26372832,11.94683157,1.776303855,0.051212086,-1.8575707,-2.121562041,26.65669235,11.3539601,1.156813177,0.150828024,0.011078907,60.67062745,297.5209029
N-02-04-03 (15).wav,4,female,neutral,-532.3092,83.93106,-41.67355,0.5796445,-35.128452,-11.803932,1.78431,-30.256842,-6.891828,-15.575081,-13.1222,-6.8811936,-9.366863,0.013199966,-20.25726886,25.21636288,39.59809673,-100.4148383,140.012935,-2.033369364,883.6400838,479.6450648,1811.992482,482.7805969,2864.640006,617.3219517,244.1655483,49.91932403,461.947454,130.6715152,331.2759388,42.33531163,20.24161975,72.24956434,9.158866905,63.09069744,6.467996188,4.452426304,0.229660034,-0.602290715,3.386473264,50.25224654,22.49505367,3.017138612,1.178257149,0.054046506,23.00325753,441.1929526
N-02-04-03 (16).wav,4,female,neutral,-558.1268,56.160755,-25.06901,47.509872,0.66346836,6.3476534,5.3712807,-27.633911,0.47343156,-9.865364,-13.883645,-9.398163,-5.938953,0.026583632,-19.18327078,24.61344521,44.1824448,-94.51083496,138.6932798,-6.741849742,788.9566516,575.90407,2094.409552,574.414699,3135.234385,574.5599742,178.8719108,35.33688743,365.7657264,104.3219622,261.4437641,44.01884411,18.193091,68.46650354,9.061046051,59.40545749,10.3156874,5.665668934,0.20040101,-0.032534562,-1.518638678,3.474308621,2.163053129,3.468217325,7.535583884,0.63066005,82.72817699,372.254304
N-02-04-03 (17).wav,4,female,neutral,-524.69574,55.534653,-37.57839,34.513268,-14.231563,-3.3485093,-0.96010685,-28.528008,5.7216606,-8.507516,-16.138227,-8.14294,-16.599783,0.02853918,-20.53289749,25.91917751,40.70000259,-92.72109927,133.4211019,-4.555166827,886.2517949,519.541005,2034.546952,483.3763668,3054.42291,451.2984905,209.9022711,28.42457433,250.9039567,154.6028212,96.3011355,41.53928223,21.1312033,72.72974921,9.289376134,63.44037308,9.667651536,3.285623583,0.267851494,-0.988844062,-0.956453112,37.70373786,7.419492617,3.258255258,7.800832092,0.459043986,43.35863819,315.0380031
N-02-04-03 (18).wav,4,female,neutral,-596.2881,52.41654,-28.260643,-0.5484719,-0.7376388,-1.6346765,-18.283796,-22.416632,1.9274176,1.6617621,9.162593,4.047124,-0.013008897,0.020143569,-20.89538703,23.78043406,42.96316405,-102.8558644,145.8190284,5.914580977,752.5813488,178.6457409,1899.145305,378.971795,2841.045767,412.8838609,268.4534139,42.37662229,410.9904644,193.4060631,217.5844013,34.54641507,22.49913902,71.73874364,9.393760939,62.3449827,9.782624245,2.600634921,0.330225694,-1.010914464,1.59810821,23.9610101,49.84052994,7.108150625,0.730385639,0.084391969,18.27553172,274.5362711
N-02-04-03 (19).wav,4,female,neutral,-479.4122,151.64407,-10.645265,4.1974177,-22.62914,-9.8275585,-6.7735977,-33.482162,-1.6229044,-10.871541,-18.667961,-1.2817423,-8.417899,0.008296569,-20.04514325,24.93685625,46.22614397,-96.10830233,142.3344463,-8.553872186,691.8341506,354.7661905,1643.498417,442.191311,2767.77673,398.1993984,185.4049028,54.89131134,490.2893268,149.5168437,340.7724832,54.91766345,12.15312236,71.86419334,23.39074072,48.47345262,13.18446983,2.670294785,0.063888748,-0.94526289,-2.924099396,40.57447575,11.18154643,1.200546128,0.979089326,0.037500243,46.02684212,496.0889316
N-02-04-03 (2).wav,4,female,neutral,-543.8743,138.81929,-16.475853,3.4062858,-25.38534,-3.7541504,10.359593,-53.999847,9.953295,-10.736181,-8.64065,-1.6633621,-6.746856,0.009499133,-25.12612432,21.25910081,36.7326175,-94.5007848,131.2334023,-13.31014005,688.7859099,175.1427174,1728.968847,298.4261797,2616.868918,361.7504356,237.3965257,34.8516128,282.9378082,102.3639626,180.5738456,45.2675517,12.57385009,60.17052831,17.45529727,42.71523104,11.12233851,2.248707483,0.097726724,-1.741995627,-0.051353036,48.87213222,8.489458543,0.639019929,1.528018934,0.136309975,40.3350604,62.42852254
N-02-04-03 (20).wav,4,female,neutral,-538.1978,78.127716,2.624319,5.135866,-19.470549,-3.9543085,1.0429115,-24.677254,-9.458385,-4.501965,-12.246069,-4.1236324,-5.383646,0.005005518,-23.49854952,22.93151393,42.93411686,-105.253174,148.1872909,-13.98298199,774.1860489,381.7006767,1720.779973,446.1977926,2752.252288,588.5069145,239.1593634,45.724401,354.6801371,143.8664549,210.8136821,42.44774969,20.02018649,75.2194296,9.535886627,65.68354297,14.41162719,4.028662132,0.197252997,-1.921104564,-1.605892581,39.81619073,5.104075889,0.475453312,0.350501724,0.013623422,54.24015492,425.2841735
N-02-04-03 (21).wav,4,female,neutral,-489.11404,128.3842,-2.509252,11.144013,-11.576045,-5.128052,-19.455053,-40.11475,-8.226896,-16.278368,-15.606594,-3.0323558,-17.261356,0.003170173,-22.92398563,22.64142202,48.12622595,-86.30425016,134.4304761,-15.95667807,546.2198275,208.1700338,1856.150216,422.6026773,2645.68053,521.9602615,240.7041838,57.18324525,358.6663846,103.8954346,254.77095,55.5982205,11.58690132,71.94425559,23.46771486,48.47654074,14.37345934,1.230657596,0.046446043,-0.88289471,-2.833915319,27.09041965,1.819528096,0.215024604,0.172251303,0.007941712,70.69483464,250.8530233
N-02-04-03 (22).wav,4,female,neutral,-475.89642,108.792336,-15.27421,8.289473,-14.553561,-4.570338,-8.841629,-33.64503,-8.050899,-9.162156,-12.490547,-2.9503064,-5.7172894,0.005172571,-22.02109977,25.0249823,44.36643735,-98.3723268,142.7387641,-13.38634687,678.6782802,278.3909007,1811.266058,350.3955609,2829.073354,350.9934154,209.6867253,30.94747626,378.8172552,119.4633472,259.353908,50.28725062,20.43939313,74.01010902,12.12355013,61.88655889,13.21230604,3.1230839,0.116771557,-1.373582993,-1.876604892,29.5271609,6.671885082,0.782909877,0.329767812,0.034079698,62.65419663,870.9001009
N-02-04-03 (23).wav,4,female,neutral,-484.47528,142.39836,-13.831111,5.9168673,-7.7894254,8.2226,-11.54982,-28.623434,2.296126,-17.101093,-2.6225524,2.6482675,-8.631837,0.004006346,-22.2549254,22.96453296,44.49008612,-88.98086718,133.4709533,-14.60452502,648.6225947,277.3032534,1755.602241,310.2602448,2817.49031,294.9072089,272.0851839,81.11291988,432.7406178,104.6221584,328.1184594,53.95535721,13.1612483,69.23986951,21.04024022,48.19962929,14.03296318,2.623854875,0.050286516,-1.105393446,-3.178008995,25.79060025,5.805789424,0.760284259,0.117307502,0.011530535,67.51448803,422.0767625
N-02-04-03 (24).wav,4,female,neutral,-463.8637,121.7172,-17.831367,6.569237,-16.910488,-1.960076,-15.356476,-38.35063,-0.6272743,-13.370289,-18.517815,-0.9857323,-10.210406,0.008837898,-18.39824382,25.22475305,47.69095004,-88.31315869,136.0041087,-9.470280708,683.8554938,357.1687863,1734.362573,440.2706016,2772.663628,385.6820056,216.6250071,46.06886135,376.1098302,132.3738094,243.7360208,54.51443986,13.04225503,72.99991917,17.17477279,55.82514638,12.35793647,5.328979592,0.071920644,-1.235054901,-1.014418445,29.9984981,4.183729667,1.25049162,1.809025277,0.093199406,62.66505593,1093.883182
N-02-04-03 (25).wav,4,female,neutral,-492.68365,120.33078,-20.66813,20.322714,-9.238709,8.0772915,-5.8940887,-28.092445,8.600314,-11.717965,-7.285297,-4.650604,-13.981854,0.011247654,-20.85760722,25.15112923,45.03340816,-101.067198,146.1006062,-8.799778915,698.0352502,374.7490596,1895.783619,407.5528515,2860.857809,344.6767605,192.9588448,37.33726358,394.3772138,146.686835,247.6903788,48.58027395,16.4452947,70.41541677,12.23280601,58.18261076,10.81882937,3.575873016,0.102046041,-0.118128378,-0.48248225,12.63573066,5.725945164,3.564400003,2.183516174,0.106795864,75.78361214,354.4927609
N-02-04-03 (26).wav,4,female,neutral,-437.6987,120.59312,-35.38207,-4.4835215,-19.421032,-10.043242,-13.192908,-28.749113,-9.283272,-22.076088,-17.51425,-7.5118246,-8.848148,0.006884933,-19.06089255,25.92708934,48.4385036,-93.27497065,141.7134742,-5.803540437,789.1914807,395.0752779,1741.560093,505.235755,2783.977836,426.1882081,249.9825018,53.03649712,445.2740433,117.3730961,327.9009472,57.08869362,12.67733788,76.29447295,10.59851569,65.69595726,10.96553402,2.496145125,0.091224953,-1.5903349,0.093037793,32.48343689,10.92774314,1.571250678,0.414433024,0.015030232,54.58810604,751.563672
N-02-04-03 (27).wav,4,female,neutral,-457.3928,110.50445,-35.86987,31.499681,-6.2046595,5.3190336,0.14023447,-32.931393,-0.2798946,-9.4424715,-8.975518,-0.20034696,-8.756934,0.010808368,-16.6217077,27.21512895,50.53960802,-92.77457738,143.3141854,-7.567230857,862.7951569,535.522117,1905.891608,479.0668912,2967.871643,444.080479,264.0247179,55.35983372,415.2571033,129.1859531,286.0711502,53.9550765,15.44404356,72.16533444,19.31967896,52.84565548,10.10618766,1.439637188,0.104542969,-0.122559911,-1.681348556,13.4267275,5.224203304,2.534045843,2.310715111,0.133579978,76.37072826,392.2083226
N-02-04-03 (28).wav,4,female,neutral,-493.6312,124.19816,-18.801311,31.913952,1.5880293,2.4155037,-23.155655,-36.97758,12.842174,-21.77897,-16.028837,-2.151971,-15.520007,0.007005433,-20.66340873,23.74223271,44.2650656,-100.6847425,144.9498081,-10.42511913,618.7496722,366.0400279,1833.355418,603.9407677,2871.56114,337.8622907,208.9383708,46.99308917,367.6526264,141.9589887,225.6936378,53.35839307,11.51636932,69.39633321,16.6613066,52.73502661,13.55953888,2.600634921,0.074503038,-0.342794286,-2.080728822,16.52655994,2.95354505,1.23354147,1.250600649,0.14975941,77.88599348,276.0661723
N-02-04-03 (29).wav,4,female,neutral,-460.82843,107.76838,-46.4416,5.0845017,-17.454975,-12.047257,-10.202777,-28.499178,-7.1534247,-16.80671,-12.191765,-3.6847918,-11.464541,0.014069676,-19.64318843,26.5144009,42.5986666,-91.22011398,133.8187806,-3.802114953,801.9390635,458.5057335,1795.311422,525.110021,2932.812454,480.7723193,245.8167091,47.56629896,319.9145712,146.5775821,173.3369891,54.37024717,10.83473836,73.64168495,22.99769158,50.64399337,9.48299027,1.741496599,0.086849389,-1.717699786,-0.873401805,54.49558804,18.05877516,2.480973173,1.690287099,0.18779039,23.08658613,320.0284637
N-02-04-03 (3).wav,4,female,neutral,-556.2579,98.16988,-9.9737625,19.334354,-12.544608,-0.21517664,-2.3780577,-31.203867,-0.6932927,-15.442011,2.560605,0.5504125,-16.582962,0.007543167,-23.73783092,23.14822667,38.85744263,-88.56093788,127.4183805,-14.36333362,798.503397,334.592093,1960.226978,523.680359,2848.622945,594.3944463,224.6921794,23.50497886,265.0907913,176.9063409,88.1844504,42.32365641,19.67107377,67.82202661,14.75272637,53.06930024,11.82739061,1.509297052,0.150651539,-1.822049552,-1.595103284,33.04697725,2.408718476,1.585697364,1.161534043,0.072608072,61.7244648,141.0358915
N-02-04-03 (30).wav,4,female,neutral,-547.2332,109.12965,17.047316,26.469679,-4.015518,4.2201786,-12.5749035,-41.363205,-20.043306,-23.482534,-16.350882,-10.46806,-7.6557183,0.003774683,-24.12200511,21.98879652,42.2961817,-98.16118406,140.4573658,-15.29996986,606.8558702,293.1428915,1889.786716,465.787914,2863.617636,488.9107157,248.2561639,71.39294985,452.8301363,100.303813,352.5263232,48.31202994,16.60325004,71.89294001,9.054326946,62.83861306,11.50870932,4.109931973,0.132223812,2.34968997,2.236317827,20.907767,5.864048272,0.425573874,0.145350077,0.010563938,72.64669684,414.8130863
N-02-04-03 (4).wav,4,female,neutral,-470.33615,151.72864,-8.470348,16.662447,-5.5339026,-0.32265282,-7.5851765,-23.865776,4.2273917,-14.5126705,-13.7280245,1.7143105,-7.0251026,0.003807743,-23.49874597,22.14232677,45.61189678,-90.05086367,135.6627605,-14.84942491,615.2029773,245.0176332,1738.888173,382.8466682,2828.319322,389.7251253,207.6507864,22.44721573,332.7607016,163.2472195,169.5134821,54.25206704,11.40186301,71.70498289,24.88344014,46.82154274,12.58109666,2.194263039,0.044648024,0.596431004,0.669668647,39.2721816,3.655579824,0.339917883,0.100485151,0.005588132,56.62624741,315.9022087
N-02-04-03 (5).wav,4,female,neutral,-518.4414,108.77936,-8.094505,23.122198,-6.9800744,-0.14174287,-3.8977373,-17.67988,6.297636,-11.778307,-13.135878,-8.955765,-15.710204,0.008137326,-19.31513175,24.63733097,43.50095613,-95.87167038,139.3726265,-8.879417351,633.9385869,342.5126551,1800.297378,441.7296761,2895.580665,309.0399048,218.1981575,61.54286705,482.604192,139.8604592,342.7437328,47.7183015,16.09996551,71.74354743,16.60076441,55.14278302,13.6525965,5.735328798,0.087423059,-0.603374282,-2.286409859,26.91104866,5.646532205,2.317824297,1.144080733,0.104088398,63.8764257,591.4399709
N-02-04-03 (6).wav,4,female,neutral,-368.10864,162.05273,-42.28456,-24.090664,-33.681282,-14.043821,-0.61505735,-23.266138,-3.3039093,-0.22150421,-6.598465,-3.6024969,-3.074554,0.009271066,-19.49864839,26.91827525,50.35563764,-92.27013785,142.6257755,-3.984843391,819.8779991,165.4181305,1566.155027,320.1535215,2597.531783,256.8130882,273.1683272,29.05577297,308.7231494,197.0603485,111.6628009,63.66711695,9.078119916,77.52537527,40.04501715,37.48035811,10.03840221,1.497687075,0.071615835,-0.830401777,0.830167285,59.61222864,19.62909771,1.587334803,0.286828568,0.016396461,18.86811383,989.6095963
N-02-04-03 (7).wav,4,female,neutral,-478.65298,124.30456,-17.5207,3.1224277,6.1664295,2.05785,-11.531031,-14.590432,12.938564,3.325319,-0.038490888,9.175659,-6.985037,0.009529293,-21.8823741,23.13751685,45.3108699,-88.03618751,133.3470574,-8.05345278,655.2457802,213.820868,1874.190681,249.209327,2762.672178,221.0132365,219.3022898,53.63427135,361.8211923,100.934193,260.8869993,50.52574789,12.97185638,74.93748125,26.24790509,48.68957616,9.897820553,2.078185941,0.060381402,-1.418823024,-0.964380719,66.27477256,19.86915038,1.451799795,0.13553544,0.016549713,12.25219211,402.028122
N-02-04-03 (8).wav,4,female,neutral,-457.52896,127.36265,-23.798214,7.530462,-3.1417,4.8154397,-13.288038,-26.23259,9.501786,-5.3133225,-10.456181,-2.3103747,-7.640919,0.00991724,-21.37581217,25.34982685,41.74982044,-95.51590837,137.2657288,-8.201589658,700.2384304,276.6347646,1905.293482,362.1295987,2836.442394,351.2473977,258.3460202,59.45299348,424.6047668,99.03082923,325.5739376,52.70787521,11.91706043,72.92853169,22.27855574,50.64997595,10.32526352,6.199727891,0.067741494,-1.180912487,0.010848747,36.41717185,14.23281958,3.036339204,0.753300487,0.062460456,45.49790842,881.2563004
N-02-04-03 (9).wav,4,female,neutral,-484.89218,145.57332,-9.980325,15.055443,9.063459,1.6009333,-5.035864,-9.473932,14.826172,3.602717,1.1573454,9.303501,-0.007334213,0.006451269,-21.65280684,23.28480952,43.46583269,-100.0224672,143.4882999,-14.14312931,709.0485878,349.5002805,1854.490415,428.1564035,2866.308239,339.8708503,195.1162465,55.71519257,487.842991,87.67008819,400.1729029,51.62291242,9.95142333,71.63956644,31.51714904,40.12241741,10.59693141,4.876190476,0.050502895,-0.998938203,-0.151005625,47.61963483,9.669162324,1.222251339,0.261539639,0.017703682,41.20970819,539.6175888
N-02-04-04 (1).wav,4,female,sad,-469.38193,112.68448,-0.048131973,14.794046,-16.088327,10.128697,1.0306543,-31.685007,1.692331,-8.762625,-18.728643,-8.397773,-11.798503,0.007856697,-22.29209855,24.95021949,51.11798096,-101.1702325,152.2882135,-15.35592843,686.2188745,393.1469463,1729.855903,406.5886478,2727.156583,368.040927,217.6264572,46.46025403,304.9161773,99.05083681,205.8653405,52.49962889,15.57453542,75.02944206,18.33914672,56.69029534,11.0535904,3.622312925,0.076427716,3.428489976,0.859099028,7.237071453,1.543074083,0.383754977,1.857768767,0.284648142,88.69368258,935.7799555
N-02-04-04 (10).wav,4,female,sad,-474.27823,118.20913,-10.707406,-6.526961,-17.595205,2.4318507,-2.653034,-26.275007,-10.757549,-12.2597,-10.626823,-9.637787,-12.30883,0.004388511,-22.88657089,23.40047474,45.73823731,-90.02587327,135.7641106,-14.23102733,711.9353931,358.0213502,1695.381935,366.5040186,2707.207207,456.9654484,236.8771817,29.81294785,286.2786404,122.727732,163.5509084,51.57408175,16.97392487,75.17955571,14.80230326,60.37725245,11.97984287,1.532517007,0.092509105,0.096155909,-1.500265022,29.45776944,5.203613536,0.285505407,0.370423926,0.048596629,64.63409106,344.3543275
N-02-04-04 (11).wav,4,female,sad,-587.58826,87.89422,-4.602593,6.550115,1.0038768,5.469591,-2.8310442,-17.416119,2.9835544,-5.181528,-4.351724,-9.720827,-13.427299,0.006030361,-23.61707625,22.5030233,42.58539341,-94.71314351,137.2985369,-6.547674482,704.6441642,309.9698036,1800.058184,334.484267,2742.115256,352.0299449,231.0870905,45.87227977,395.5922648,115.4084297,280.1838351,34.10998241,19.53952721,70.15523725,11.89478229,58.26045496,6.374348181,4.086712018,0.19259998,3.391171097,0.804546701,24.5288331,10.98777169,1.869399536,0.253023013,0.017020046,62.34395262,237.9704752
N-02-04-04 (12).wav,4,female,sad,-536.269,146.75311,-8.649266,-25.46811,-26.961252,4.5901127,-3.3477943,-31.860092,3.4078653,-16.869644,-0.25624904,2.1920085,-4.866021,0.010962506,-23.92277212,22.42815647,34.50440484,-94.8831097,129.3875145,-13.85971301,796.0585718,235.4982475,1673.30398,295.001851,2505.039412,460.0031456,193.4300219,83.44549116,499.2461562,104.0842782,395.1618781,47.1700825,14.36959728,64.44399581,10.63056373,53.81343208,6.136521105,1.892426304,0.116892745,2.886695892,1.764198992,29.19937562,12.78994542,1.204489041,1.963274492,0.124034886,54.71888054,91.92275675
N-02-04-04 (13).wav,4,female,sad,-545.8178,126.002625,3.4877987,-10.429759,-21.869518,-6.497788,-6.963032,-15.167763,0.7338147,-13.805965,-7.3707294,-2.1069038,-4.8161774,0.021404663,-20.8758795,23.88918471,38.61770123,-96.97654236,135.5942436,-11.91734138,742.1970258,286.8594168,1587.978707,379.213341,2706.306449,430.5176432,186.012341,62.2934868,496.286977,103.5056834,392.7812936,45.15558069,14.91003881,70.21758899,10.64565821,59.57193078,8.908555364,4.846371882,0.111858459,-0.456868629,0.075724553,33.59023969,7.22977719,1.602397628,5.598649616,0.44991862,51.52901726,233.0331458
N-02-04-04 (14).wav,4,female,sad,-432.10602,120.32914,-49.733414,-17.924826,-21.278503,-18.691502,-24.161074,-42.989933,-19.492281,-17.02472,-17.983809,-9.135087,-9.533006,0.007966717,-20.16452025,26.13652545,44.57464811,-93.56551356,138.1401617,-5.359209357,634.2539559,251.9127701,1715.857615,401.1397106,2697.933159,327.5156711,345.4437643,47.11201836,488.6449378,235.5103304,253.1346075,58.91011638,10.4336689,76.48865989,18.86838599,57.6202739,12.08046631,1.828571429,0.059236551,0.543130334,-1.468473236,32.16521103,7.130633255,1.149454957,0.956977715,0.140754487,58.45696856,509.0647953
N-02-04-04 (15).wav,4,female,sad,-510.55405,116.079666,-11.18154,11.549999,-26.15382,-4.2291718,-8.74532,-30.518972,-5.0874653,-25.611431,-17.139,-12.2624655,-13.271887,0.02357473,-20.08559636,24.7007586,40.56381174,-84.67424911,125.2380609,-12.80452692,715.0437024,450.1848502,1583.067051,478.1718455,2812.167966,358.9081775,266.9637244,40.3100919,385.6383651,194.2998403,191.3385249,52.35493296,11.37380615,70.04533294,15.2343585,54.81097444,8.015021585,1.21324263,0.129241071,4.761511745,1.787109942,11.10445119,2.08050204,0.988323398,6.461842629,0.836836083,78.52804466,114.2755959
N-02-04-04 (16).wav,4,female,sad,-511.2943,154.58667,-31.786983,-2.6860278,-14.454108,-10.546946,-0.019852916,-45.250065,5.6197023,-19.530323,-15.386233,-6.0217824,-17.59653,0.012261589,-21.61109333,21.8102693,32.9356756,-86.6494368,119.5851124,-6.820145916,714.3025647,349.9268483,1659.585715,403.418189,2717.344399,309.4663715,248.2316607,49.20121057,437.2183624,112.4393549,324.7790075,50.31081892,9.886854506,65.29084273,14.68900736,50.60183538,8.146218793,1.793718821,0.066916583,1.231268701,0.033323272,27.94104884,15.11205111,3.896091553,1.511449513,0.094752857,51.44460613,87.94521383
